id;country;managed_by;fulfill_via;vendor_inco_term;shipment_mode;late_delivery;late;product_group;sub_classification;vendor;item_description;molecule_test_type;brand;dosage;dosage_form;unit_of_measure_per_pack;line_item_quantity;line_item_value;pack_price;unit_price;manufacturing_site;first_line_designation;weight_kilograms;freight_cost_usd;line_item_insurance_usd
39794;Zimbabwe;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test - Ancillary;Orgenics, Ltd;Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial;Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial;Determine;N/A;Test kit - Ancillary;1;2000;10000,00;5,00;5,00;Alere Medical Co., Ltd.;Yes;864;14314,83;12,37
25990;South Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test - Ancillary;Orgenics, Ltd;Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;Determine;N/A;Test kit - Ancillary;100;640;5120,00;8,00;0,08;Alere Medical Co., Ltd.;Yes;331;7539,52;7,18
53775;Zambia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2884;230720,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;1374;25052,44;380,69
15670;Cameroon;PMO - US;Direct Drop;EXW;Air;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;34595;77838,75;2,25;0,04;Aurobindo Unit III, India;Yes;3642;31434,31;96,29
63409;Ethiopia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB);HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests;HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody;Colloidal Gold;N/A;Test kit;1;4000;98000,00;24,50;24,50;KHB Test Kit Facility, Shanghai China;Yes;2764;40716,16;115,35
26558;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;ANTM;Malaria;IDA FOUNDATION;Sulfadoxine/Pyrimethamine 500/25mg, tablets, Blister 10 x 3 Tabs;Sulfadoxine/Pyrimethamine;Generic;500/25mg;Tablet - FDC + blister;30;300;330,00;1,10;0,04;Remedica, Limassol, Cyprus;Yes;13;365,48;0,54
45723;South Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test - Ancillary;Orgenics, Ltd;Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs;Determine;N/A;Test kit - Ancillary;100;115;920,00;8,00;0,08;Alere Medical Co., Ltd.;Yes;149;3256,76;1,14
63939;Cªte d'Ivoire;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;CHEMBIO DIAGNOSTIC SYSTEMS, INC.;HIV 1/2, Stat-Pak HIV, Kit, 20 Tests;HIV 1/2, Stat-Pak HIV, Kit;Stat-Pak;N/A;Test kit;20;167;4843,00;29,00;1,45;Chembio Diagnostics Sys. Inc.;Yes;50;1128,74;7,99
54465;Mozambique;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2928;234240,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;1325;13303,36;289,75
40580;Cameroon;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;5000;400000,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;2268;37942,89;494,80
31917;Zimbabwe;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Pediatric;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;30/50/60mg;Chewable/dispersible tablet - FDC;60;164950;593820,00;3,60;0,06;Mylan (formerly Matrix) Nashik;Yes;9210;7510,00;610,45
4854;Guyana;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;351;25272,00;72,00;0,72;Inverness Japan;Yes;60;1097,78;49,53
24620;Cªte d'Ivoire;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Pediatric;MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.);Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml;Efavirenz;Stocrin/Sustiva;30mg/ml;Oral solution;180;2737;46419,52;16,96;0,09;MSD, Haarlem, NL;Yes;805;1659,71;100,08
50345;Swaziland;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs;Lamivudine/Zidovudine+Efavirenz;Generic;150/300mg+600mg;Tablet - FDC + co-blister;90;20000;272000,00;13,60;0,15;Aurobindo Unit III, India;Yes;3295;17214,74;448,80
74268;Namibia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests;HIV 1/2, Determine HIV Kit, without Lancets;Determine;N/A;Test kit;100;200;14000,00;70,00;0,70;Inverness Japan;Yes;45;10486,42;30,18
46355;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs;Tenofovir Disoproxil Fumarate;Generic;300mg;Tablet;30;58;232,00;4,00;0,13;Mylan (formerly Matrix) Nashik;Yes;19;1274,35;0,24
75729;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2891;257299,00;89,00;0,89;Inverness Japan;Yes;1378;31201,82;424,54
56106;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2737;218960,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;1300;23269,06;306,98
38431;Dominican Republic;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2400;230400,00;96,00;0,96;Alere Medical Co., Ltd.;Yes;978;10159,15;236,85
13106;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs;Tenofovir Disoproxil Fumarate;Generic;300mg;Tablet;30;16000;56800,00;3,55;0,12;Hetero Unit III Hyderabad IN;Yes;1948;3138,25;58,39
17944;South Africa;PMO - US;Direct Drop;DDP;Air;1;Yes;ARV;Adult;CIPLA LIMITED;Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs;Tenofovir Disoproxil Fumarate;Generic;300mg;Tablet;30;47625;372427,50;7,82;0,26;Cipla, Goa, India;Yes;3243;1881,24;802,95
39615;Mali;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit, 36 Tests;HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit;ImmunoComb;N/A;Test kit;36;65;8125,00;125,00;3,47;Alere Medical Co., Ltd.;Yes;24;1059,59;8,35
9487;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Capillus HIV Kit, 100 Tests;HIV 1/2, Capillus HIV Kit;Capillus;N/A;Test kit;100;463;64357,00;139,00;1,39;Trinity Biotech, Plc;Yes;450;4360,83;102,97
79597;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;5905;525545,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;2402;35747,28;540,26
74517;Zimbabwe;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml;Lopinavir/Ritonavir;Kaletra;80/20mg/ml;Oral solution;300;2625;80902,50;30,82;0,10;ABBVIE (Abbott) Logis. UK;Yes;2583;20559,39;95,22
50752;Mali;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;150;12000,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;66;2572,91;12,34
22160;Haiti;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate;Generic;600/300/300mg;Tablet - FDC;30;46500;499410,00;10,74;0,36;Mylan (formerly Matrix) Nashik;Yes;5342;9195,61;513,39
68138;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Standard Diagnostics, Inc.;HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests;HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included;Bioline;N/A;Test kit;25;10000;200000,00;20,00;0,80;Standard Diagnostics, Korea;Yes;3335;24382,98;330,00
77309;Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;22;1958,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;11;978,41;3,23
73326;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Pediatric;CIPLA LIMITED;Lamivudine 10mg/ml, oral solution, Bottle, 240 ml;Lamivudine;Generic;10mg/ml;Oral solution;240;50000;103000,00;2,06;0,01;Cipla, Goa, India;Yes;18462;22647,81;169,95
67150;Namibia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;500;16000,00;32,00;1,60;Trinity Biotech, Plc;Yes;170;1691,15;34,50
76827;Liberia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;50;1600,00;32,00;1,60;Trinity Biotech, Plc;Yes;17;515,11;2,64
81050;Uganda;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;STRIDES ARCOLAB LIMITED;Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;63652;203049,88;3,19;0,11;Strides, Bangalore, India.;Yes;3963;12961,76;251,17
56734;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Adult;Aurobindo Pharma Limited;Abacavir 300mg, tablets, 60 Tabs;Abacavir;Generic;300mg;Tablet;60;23845;356005,85;14,93;0,25;Aurobindo Unit III, India;Yes;2283;3649,67;587,41
52756;Burundi;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB);HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests;HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody;Colloidal Gold;N/A;Test kit;1;23;563,50;24,50;24,50;KHB Test Kit Facility, Shanghai China;Yes;21;1327,60;0,79
39966;Namibia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;1400;44800,00;32,00;1,60;Trinity Biotech, Plc;Yes;500;5061,46;96,59
82005;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine 150mg, tablets, 60 Tabs;Lamivudine;Generic;150mg;Tablet;60;130828;316603,76;2,42;0,04;Aurobindo Unit III, India;Yes;6525;10984,82;682,60
30974;Vietnam;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs;Ritonavir;Norvir;100mg;Tablet;30;429;9978,54;23,26;0,78;ABBVIE Ludwigshafen Germany;Yes;43;421,24;12,34
56898;Sudan;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;116;10324,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;45;1961,65;17,03
70812;Tanzania;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs;Lopinavir/Ritonavir;Generic;100/25mg;Tablet;60;407;2592,59;6,37;0,11;ABBVIE Ludwigshafen Germany;Yes;68;1264,16;3,63
28240;Zimbabwe;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml;Lopinavir/Ritonavir;Kaletra;80/20mg/ml;Oral solution;300;2166;78322,56;36,16;0,12;ABBVIE (Abbott) Logis. UK;Yes;2480;18756,25;168,86
71411;Zimbabwe;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Premier Medical Corporation Ltd.;HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests;HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit;First Response;N/A;Test kit;30;8000;180000,00;22,50;0,75;Premier Med. Corp Ltd. India;Yes;2460;13380,07;222,66
35913;South Africa;PMO - US;Direct Drop;DDP;Ocean;1;Yes;ARV;Adult;Aurobindo Pharma Limited;Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs;Tenofovir Disoproxil Fumarate;Generic;300mg;Tablet;30;42938;285537,70;6,65;0,22;Aurobindo Unit III, India;Yes;4008;6121,39;471,14
59867;Cªte d'Ivoire;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Pediatric;MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.);Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml;Efavirenz;Stocrin/Sustiva;30mg/ml;Oral solution;180;3355;56900,80;16,96;0,09;MSD, Haarlem, NL;Yes;1006;2530,73;111,53
46956;Namibia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests;HIV 1/2, Determine HIV Kit, without Lancets;Determine;N/A;Test kit;100;150;11655,00;77,70;0,78;Inverness Japan;Yes;34;947,35;19,23
80114;Zambia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Trinity Biotech, Plc;HIV 1/2, Uni-Gold HIV Kit, 20 Tests;HIV 1/2, Uni-Gold HIV Kit;Uni-Gold;N/A;Test kit;20;7200;230400,00;32,00;1,60;Trinity Biotech, Plc;Yes;2521;22460,87;496,74
5199;Namibia;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Clearview Complete Kit, 25 Tests;HIV 1/2, Clearview Complete Kit;Clearview;N/A;Test kit;25;4;300,00;75,00;3,00;Chembio Diagnostics Sys. Inc.;Yes;4;133,25;0,59
13904;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs;Lamivudine/Zidovudine;Generic;150/300mg;Tablet - FDC;60;9800;63602,00;6,49;0,11;Mylan (formerly Matrix) Nashik;Yes;2235;3708,72;65,38
8315;Haiti;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orasure Technologies Inc.;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests;HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit;OraQuick;N/A;Test kit;100;30;10500,00;350,00;3,50;Pacific Biotech, Thailand;Yes;72;2556,61;16,80
39724;South Africa;PMO - US;Direct Drop;DDP;Ocean;1;Yes;ARV;Pediatric;Aurobindo Pharma Limited;Efavirenz 50mg, capsule, 30 Caps;Efavirenz;Generic;50mg;Capsule;30;32080;76671,20;2,39;0,08;Aurobindo Unit III, India;Yes;2666;21695,97;165,30
36464;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate;Generic;600/300/300mg;Tablet - FDC;30;17760;177600,00;10,00;0,33;Hetero Unit III Hyderabad IN;Yes;2523;4761,90;209,04
9916;Nigeria;PMO - US;Direct Drop;EXW;Air;0;No;ACT;ACT;IDA FOUNDATION;Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs;Artemether/Lumefantrine;Coartem;20/120mg;Tablet - FDC + blister;540;25;875,00;35,00;0,06;Novartis Pharma AG, Switzerland;Yes;86;1528,06;1,40
24842;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;8000;640000,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;3803;64075,10;897,28
56996;Zimbabwe;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;2450;176400,00;72,00;0,72;Inverness Japan;Yes;1183;21170,30;380,32
66946;Congo, DRC;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Didanosine 250mg, delayed-release capsules, 30 Caps;Didanosine;Generic;250mg;Delayed-release capsules;30;100;758,00;7,58;0,25;Aurobindo Unit III, India;Yes;9;734,66;0,78
65617;Tanzania;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;28800;74880,00;2,60;0,04;Aurobindo Unit III, India;Yes;3396;16416,58;161,44
28888;Mali;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, ImmunoComb II BiSpot EIA Kit, 36 Tests;HIV 1/2, ImmunoComb II BiSpot EIA Kit;ImmunoComb;N/A;Test kit;36;58;4930,00;85,00;2,36;Alere Medical Co., Ltd.;Yes;23;1148,65;5,07
44942;Nigeria;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps;Ritonavir;Norvir;100mg;Capsule;336;273;10472,28;38,36;0,11;ABBVIE (Abbott) Logis. UK;Yes;520;3759,22;22,58
73665;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Adult;Aurobindo Pharma Limited;Lamivudine 150mg, tablets, 60 Tabs;Lamivudine;Generic;150mg;Tablet;60;185748;440222,76;2,37;0,04;Aurobindo Unit III, India;Yes;9374;11372,23;949,12
53108;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Pediatric;MICRO LABS LIMITED;Efavirenz 50mg, capsule, 30 Caps;Efavirenz;Generic;50mg;Capsule;30;924;1755,60;1,90;0,06;Micro labs, Verna, Goa, India;Yes;45;1411,52;1,80
81854;South Africa;PMO - US;Direct Drop;DDP;Ocean;1;Yes;ARV;Adult;STRIDES ARCOLAB LIMITED;Lamivudine 150mg, tablets, 60 Tabs;Lamivudine;Generic;150mg;Tablet;60;212409;524650,23;2,47;0,04;Strides, Bangalore, India.;Yes;10302;13677,69;1131,15
23584;Uganda;PMO - US;Direct Drop;CIP;Air;0;No;ARV;Adult;MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.);Indinavir 400mg [Crixivan], capsules, 180 Caps;Indinavir;Crixivan;400mg;Capsule;180;48;2400,00;50,00;0,28;MSD, Haarlem, NL;Yes;11;48,00;4,70
28992;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;Aurobindo Pharma Limited;Didanosine 400mg, delayed-release capsules, 30 Caps;Didanosine;Generic;400mg;Delayed-release capsules;30;1680;33600,00;20,00;0,67;Aurobindo Unit III, India;Yes;131;2004,44;47,11
5794;Vietnam;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs;Lopinavir/Ritonavir;Aluvia;200/50mg;Tablet;120;1040;85488,00;82,20;0,68;ABBVIE Ludwigshafen Germany;Yes;251;2519,89;136,78
13027;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Efavirenz 600mg, tablets, 30 Tabs;Efavirenz;Generic;600mg;Tablet;30;5300;18550,00;3,50;0,12;Hetero Unit III Hyderabad IN;Yes;2922;5616,02;19,07
32499;South Africa;PMO - US;Direct Drop;DDP;Ocean;0;No;ARV;Pediatric;Aurobindo Pharma Limited;Efavirenz 50mg, capsule, 30 Caps;Efavirenz;Generic;50mg;Capsule;30;50000;122000,00;2,44;0,08;Aurobindo Unit III, India;Yes;2953;6409,91;201,30
75706;Ghana;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Pediatric;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs;Lopinavir/Ritonavir;Generic;100/25mg;Tablet;60;934;5547,96;5,94;0,10;ABBVIE Ludwigshafen Germany;Yes;110;2060,79;5,70
35678;Congo, DRC;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, DoubleCheck Gold Kit, 20 Tests;HIV 1/2, DoubleCheck Gold Kit;DoubleCheck;N/A;Test kit;20;196;7157,92;36,52;1,83;Alere Medical Co., Ltd.;Yes;47;4449,10;10,04
34184;Vietnam;PMO - US;Direct Drop;FCA;Air;0;No;ARV;Adult;ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV);Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps;Ritonavir;Norvir;100mg;Capsule;336;36;7434,36;206,51;0,61;ABBVIE (Abbott) Logis. UK;Yes;111;7300,68;12,27
64262;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;3056;271984,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1241;20602,30;336,44
24192;Kenya;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;1;89,00;89,00;0,89;Inverness Japan;Yes;800;8826,00;0,19
13275;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;HETERO LABS LIMITED;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs;Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate;Generic;600/300/300mg;Tablet - FDC;30;17760;177600,00;10,00;0,33;Hetero Unit III Hyderabad IN;Yes;2516;3816,30;209,04
61783;Tanzania;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs;Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate;Generic;600/200/300mg;Tablet - FDC;30;65763;821379,87;12,49;0,42;Mylan (formerly Matrix) Nashik;Yes;8182;7814,59;1016,05
20073;Nigeria;PMO - US;Direct Drop;EXW;Air;1;Yes;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;3144;279816,00;89,00;0,89;Alere Medical Co., Ltd.;Yes;1276;15681,99;287,65
55715;Mozambique;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine Complete HIV Kit, 100 Tests;HIV 1/2, Determine Complete HIV Kit;Determine;N/A;Test kit;100;645;51600,00;80,00;0,80;Alere Medical Co., Ltd.;Yes;267;3453,53;63,83
76517;Vietnam;PMO - US;Direct Drop;EXW;Air;0;No;ARV;Adult;MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES);Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs;Lamivudine/Nevirapine/Zidovudine;Generic;150/300/200mg;Tablet - FDC;60;42000;461580,00;10,99;0,18;Mylan (formerly Matrix) Nashik;Yes;5941;19632,73;761,61
65235;Rwanda;PMO - US;Direct Drop;EXW;Air;0;No;HRDT;HIV test;Orgenics, Ltd;HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests;HIV 1/2, Determine HIV Kit, without Lancets;Determine;N/A;Test kit;100;7500;582750,00;77,70;0,78;Inverness Japan;Yes;1703;25501,10;961,54
50918;Rwanda;PMO - US;Direct Drop;EXW;Ocean;0;No;ARV;Adult;HETERO LABS LIMITED;Nevirapine 200mg, tablets, 60 Tabs;Nevirapine;Generic;200mg;Tablet;60;206475;501734,25;2,43;0,04;Hetero Unit III Hyderabad IN;Yes;12077;19328,36;1081,74
