id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;cleanliness;safety;satisfaction
354;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;2018-12-31;180,0000000000000;Somewhat clean;Very safe;Very satisfied
678;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;125,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1301;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;2018-12-31;156,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
1608;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;230,0000000000000;Somewhat clean;Very safe;Very satisfied
1622;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;170,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1878;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;2018-12-31;180,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
2427;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;2018-12-31;160,0000000000000;Somewhat clean;Neutral;Somewhat satsified
3176;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;120,0000000000000;Somewhat clean;Very safe;Somewhat satsified
386;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;115,0000000000000;Clean;Very safe;Very satisfied
398;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;2018-12-31;100,0000000000000;Clean;Very safe;Somewhat satsified
675;Thursday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;75,0000000000001;Clean;Very safe;Very satisfied
944;Thursday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;165,0000000000000;Clean;Very safe;Very satisfied
1284;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;185,0000000000000;Clean;Somewhat safe;Somewhat satsified
1307;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;110,0000000000000;Clean;Somewhat safe;Very satisfied
1407;Wednesday;UNITED;LAS VEGAS;West US;Hub;Gates 60-69;2018-12-31;142,0000000000000;Clean;Very safe;Somewhat satsified
1466;Tuesday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;90,0000000000000;Clean;Very safe;Somewhat satsified
1610;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;125,0000000000000;Clean;Very safe;Somewhat satsified
1654;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;225,0000000000000;Clean;Very safe;Very satisfied
1683;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
1800;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;185,0000000000000;Clean;Very safe;Very satisfied
1806;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;115,0000000000000;Clean;Very safe;Very satisfied
1923;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;185,0000000000000;Clean;Very safe;Somewhat satsified
1954;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;245,0000000000000;Clean;Very safe;Very satisfied
2173;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-12-31;NA;Clean;Very safe;Very satisfied
2275;Wednesday;WOW;REYKJAVIK;Europe;Small;Gates 91-102;2018-12-31;145,0000000000000;Clean;Very safe;Very satisfied
2397;Wednesday;UNITED INTL;BEIJING;Asia;Hub;Gates 91-102;2018-12-31;285,0000000000000;Clean;Very safe;Very satisfied
2498;Saturday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;165,0000000000000;Clean;Very safe;Very satisfied
2600;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;2018-12-31;115,0000000000000;Clean;Somewhat safe;Very satisfied
2607;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;2018-12-31;175,0000000000000;Clean;Somewhat safe;Very satisfied
2793;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;120,0000000000000;Clean;Very safe;NA
2814;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;140,0000000000000;Clean;Very safe;Somewhat satsified
2897;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
2996;Wednesday;AMERICAN;MIAMI;East US;Hub;Gates 50-59;2018-12-31;138,0000000000000;Clean;Very safe;Somewhat satsified
3111;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;2018-12-31;183,0000000000000;Clean;Very safe;Very satisfied
3145;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;45,0000000000000;Clean;Somewhat safe;Somewhat satsified
3228;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;110,0000000000000;Clean;Very safe;Somewhat satsified
1623;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;2018-12-31;650,0000000000000;Clean;Very safe;Very satisfied
2610;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;2018-12-31;150,0000000000000;Clean;Very safe;Very satisfied
2126;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;2018-12-31;190,0000000000000;Clean;Very safe;Somewhat satsified
540;Thursday;ALASKA;PUERTO VALLARTA;Canada/Mexico;Small;Gates 50-59;2018-12-31;240,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1901;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;2018-12-31;235,0000000000000;Clean;Somewhat safe;Somewhat satsified
3084;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;2018-12-31;173,0000000000000;Clean;Very safe;Very satisfied
828;Sunday;ALASKA;NASHVILLE;Midwest US;Medium;Gates 50-59;2018-12-31;291,0000000000000;Clean;Very safe;Very satisfied
2417;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;2018-12-31;160,0000000000000;Clean;Somewhat safe;Very satisfied
2899;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;2018-12-31;105,0000000000000;Clean;Very safe;Very satisfied
3135;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 60-69;2018-12-31;70,0000000000001;Somewhat clean;Very safe;Somewhat satsified
421;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;105,0000000000000;Somewhat clean;Very safe;Very satisfied
772;Thursday;UNITED INTL;SAN JOSE DEL CABO;Canada/Mexico;Small;Gates 91-102;2018-12-31;90,0000000000000;Somewhat clean;Very safe;Very satisfied
442;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;167,0000000000000;Clean;Very safe;Very satisfied
760;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;120,0000000000000;Clean;Very safe;Very satisfied
1354;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;2018-12-31;230,0000000000000;Clean;Somewhat safe;Very satisfied
2435;Tuesday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;20,0000000000001;Clean;Very safe;Very satisfied
2259;Wednesday;UNITED;LOS ANGELES;West US;Hub;Gates 60-69;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
393;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;2018-12-31;160,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1419;Saturday;UNITED;KANSAS CITY;Midwest US;Medium;Gates 70-90;2018-12-31;120,0000000000000;Average;Somewhat safe;Somewhat satsified
2398;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;2018-12-31;425,0000000000000;Clean;Very safe;Very satisfied
3233;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;220,0000000000000;Clean;Very safe;Somewhat satsified
2043;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;90,0000000000000;Clean;Neutral;Somewhat satsified
2438;Tuesday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;NA;Somewhat clean;Very safe;Very satisfied
1338;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;2018-12-31;215,0000000000000;Somewhat clean;Very safe;Somewhat satsified
463;Sunday;ALASKA;LAS VEGAS;West US;Hub;Gates 50-59;2018-12-31;420,0000000000000;Clean;Very safe;Very satisfied
2107;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;2018-12-31;100,0000000000000;Clean;Somewhat safe;Very satisfied
2753;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;2018-12-31;180,0000000000000;Clean;Very safe;Somewhat satsified
2309;Tuesday;UNITED;SAN ANTONIO;Midwest US;Medium;Gates 70-90;2018-12-31;69,9999999999999;Clean;Neutral;Somewhat satsified
2730;Friday;UNITED;KAHULUI;West US;Small;Gates 60-69;2018-12-31;122,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2744;Friday;UNITED;KAHULUI;West US;Small;Gates 60-69;2018-12-31;92,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2864;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;2018-12-31;148,0000000000000;Somewhat clean;Somewhat safe;Neutral
495;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;118,0000000000000;Clean;Very safe;Very satisfied
2433;Tuesday;UNITED;HONOLULU;West US;Medium;Gates 70-90;2018-12-31;55,0000000000000;Clean;Very safe;Very satisfied
2678;Friday;UNITED;ORLANDO;East US;Hub;Gates 70-90;2018-12-31;212,0000000000000;Clean;Somewhat safe;Very satisfied
2714;Friday;UNITED;KAHULUI;West US;Small;Gates 60-69;2018-12-31;61,9999999999999;Clean;Very safe;Very satisfied
2593;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;2018-12-31;29,9999999999999;NA;Very safe;Very satisfied
449;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;2018-12-31;133,0000000000000;Clean;Very safe;Very satisfied
596;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;87,0000000000000;Clean;Very safe;Very satisfied
1117;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;405,0000000000000;Somewhat clean;Very safe;Very satisfied
1847;Wednesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;155,0000000000000;Somewhat clean;Very safe;Very satisfied
2141;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-12-31;153,0000000000000;Clean;Somewhat safe;Very satisfied
298;Thursday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;2018-12-31;122,0000000000000;Clean;Very safe;NA
2603;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;117,0000000000000;Clean;Very safe;Very satisfied
2384;Wednesday;UNITED INTL;BEIJING;Asia;Hub;Gates 91-102;2018-12-31;NA;NA;Very safe;Very satisfied
1832;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;2018-12-31;130,0000000000000;Clean;Very safe;Very satisfied
1299;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;185,0000000000000;Clean;Very safe;Somewhat satsified
2040;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;115,0000000000000;Clean;Very safe;NA
3014;Tuesday;UNITED;PORTLAND;West US;Medium;Gates 70-90;2018-12-31;90,0000000000000;Somewhat clean;Neutral;Somewhat satsified
2862;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;2018-12-31;187,0000000000000;Clean;Neutral;Very satisfied
436;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;2018-12-31;233,0000000000000;NA;Very safe;Somewhat satsified
415;Saturday;UNITED;PHOENIX;West US;Hub;Gates 70-90;2018-12-31;55,0000000000000;Somewhat clean;Very safe;Very satisfied
3292;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;2018-12-31;145,0000000000000;Clean;Very safe;Very satisfied
2549;Tuesday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;95,0000000000000;Clean;Somewhat safe;Very satisfied
1349;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;2018-12-31;190,0000000000000;Somewhat clean;Very safe;Very satisfied
3248;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;2018-12-31;74,9999999999999;Clean;Very safe;Very satisfied
715;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;175,0000000000000;Clean;Very safe;Somewhat satsified
2759;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;170,0000000000000;NA;Very safe;NA
3123;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;215,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2547;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;72,9999999999999;Clean;Somewhat safe;Very satisfied
2574;Saturday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;93,0000000000000;Clean;Very safe;NA
3108;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;2018-12-31;953,0000000000000;Clean;Neutral;NA
1177;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;2018-12-31;80,0000000000000;NA;Very safe;Neutral
1805;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;215,0000000000000;Clean;Very safe;Very satisfied
500;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;118,0000000000000;Clean;Somewhat safe;Somewhat satsified
1215;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;2018-12-31;55,0000000000001;Clean;Somewhat safe;Somewhat satsified
1092;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;145,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
335;Wednesday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;2018-12-31;180,0000000000000;Clean;Very safe;Somewhat satsified
1469;Tuesday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;160,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2745;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;150,0000000000000;Clean;Very safe;NA
3224;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;130,0000000000000;Clean;Very safe;Very satisfied
2004;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;2018-12-31;170,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
943;Thursday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;135,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1573;Wednesday;DELTA;DETROIT;Midwest US;Large;Gates 40-48;2018-12-31;125,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1295;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;2018-12-31;136,0000000000000;Clean;Very safe;Somewhat satsified
736;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;215,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1305;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;2018-12-31;110,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1482;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-01-01;179,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2973;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;2018-12-31;120,0000000000000;Somewhat clean;Very safe;Somewhat satsified
392;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;2018-12-31;59,9999999999999;Clean;Very safe;Somewhat satsified
1160;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;100,0000000000000;Clean;Somewhat safe;Very satisfied
2594;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;2018-12-31;135,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
3063;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;2018-01-01;215,0000000000000;Clean;Very safe;Somewhat satsified
3243;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;2018-12-31;125,0000000000000;Clean;Very safe;Somewhat satsified
10;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;155,0000000000000;Average;Somewhat safe;Very satisfied
513;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;2018-12-31;58,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
610;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;2018-12-31;162,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1017;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;110,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1131;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;90,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
2233;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;2018-12-31;200,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
391;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;2018-12-31;130,0000000000000;Clean;Very safe;Very satisfied
641;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;2018-12-31;115,0000000000000;Clean;Very safe;Very satisfied
2394;Wednesday;UNITED INTL;BEIJING;Asia;Hub;Gates 91-102;2018-12-31;145,0000000000000;Clean;Somewhat safe;Very satisfied
560;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;240,0000000000000;Clean;Very safe;Very satisfied
1977;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;185,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1200;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;2018-12-31;205,0000000000000;Clean;Very safe;Somewhat satsified
2083;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;94,0000000000000;Clean;Somewhat safe;Somewhat satsified
2316;Tuesday;UNITED;SAN ANTONIO;Midwest US;Medium;Gates 70-90;2018-12-31;150,0000000000000;Clean;Somewhat safe;Very satisfied
2692;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;2018-12-31;150,0000000000000;Clean;Very safe;Somewhat satsified
3048;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;2018-01-01;215,0000000000000;Somewhat clean;Very safe;Somewhat satsified
580;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;2018-12-31;50,0000000000000;Clean;Very safe;Somewhat satsified
859;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;685,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1578;Wednesday;DELTA;DETROIT;Midwest US;Large;Gates 40-48;2018-12-31;115,0000000000000;Clean;Neutral;Very satisfied
420;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;2018-12-31;158,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
652;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;2018-12-31;185,0000000000000;Clean;Very safe;Very satisfied
1490;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-01-01;149,0000000000000;Clean;Neutral;NA
2715;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;160,0000000000000;Clean;Very safe;Somewhat satsified
3136;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;2018-12-31;125,0000000000000;Clean;Very safe;Very satisfied
749;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;2018-12-31;150,0000000000000;Clean;Very safe;Somewhat satsified
256;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;2018-12-31;175,0000000000000;Clean;Very safe;Somewhat satsified
1479;Wednesday;AVIANCA;SAN SALVADOR;Central/South America;Small;Gates 1-12;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
3171;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;NA;Clean;Very safe;Somewhat satsified
1448;Saturday;UNITED;PORTLAND;West US;Medium;Gates 70-90;2018-12-31;160,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
1784;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;2018-12-31;160,0000000000000;Somewhat clean;Somewhat safe;Very satisfied
1481;Wednesday;AVIANCA;SAN SALVADOR;Central/South America;Small;Gates 1-12;2018-12-31;175,0000000000000;Clean;Very safe;Very satisfied
795;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;2018-12-31;115,0000000000000;Clean;Very safe;Very satisfied
1148;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;2018-12-31;65,0000000000003;Somewhat clean;Very safe;Somewhat satsified
3037;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;170,0000000000000;Clean;Very safe;Very satisfied
1477;Wednesday;AVIANCA;SAN SALVADOR;Central/South America;Small;Gates 1-12;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
3278;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;2018-12-31;85,0000000000000;Clean;Very safe;Very satisfied
721;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;185,0000000000000;Clean;Very safe;NA
2147;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;305,0000000000000;Clean;Neutral;NA
1105;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;105,0000000000000;Somewhat clean;Neutral;Somewhat satsified
3175;Thursday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;60,0000000000000;Clean;Very safe;Somewhat satsified
1792;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;2018-12-31;540,0000000000000;Somewhat clean;Very safe;Somewhat satsified
2339;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;95,0000000000001;Somewhat clean;Very safe;Somewhat satsified
803;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
876;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;2018-12-31;265,0000000000000;Clean;Somewhat safe;Very satisfied
1110;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;2018-12-31;130,0000000000000;Clean;Very safe;Very satisfied
1113;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;120,0000000000000;Clean;Very safe;Very satisfied
1180;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;2018-12-31;55,0000000000001;Clean;Very safe;Somewhat satsified
1499;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;2018-01-01;89,0000000000000;Clean;Very safe;Very satisfied
2154;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;2018-12-31;NA;Clean;Very safe;Very satisfied
2362;Tuesday;JETBLUE;FT. LAUDERDALE;East US;Large;Gates 1-12;2018-12-31;181,0000000000000;Clean;Very safe;Somewhat satsified
2509;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;2018-12-31;75,0000000000001;Clean;Very safe;Very satisfied
2623;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;2018-12-31;165,0000000000000;Clean;Very safe;Very satisfied
1908;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;2018-12-31;115,0000000000000;Clean;Very safe;Somewhat satsified
2151;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;2018-12-31;155,0000000000000;Clean;Very safe;Very satisfied
2188;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;150,0000000000000;Clean;Very safe;Very satisfied
3174;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;2018-12-31;29,9999999999999;Clean;Somewhat safe;Very satisfied
438;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;2018-12-31;82,9999999999999;Somewhat clean;Somewhat safe;Somewhat satsified
1883;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;2018-12-31;115,0000000000000;Clean;Very safe;Somewhat satsified
3107;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;2018-12-31;247,0000000000000;Clean;Very safe;Very satisfied
2108;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;2018-12-31;119,0000000000000;Somewhat clean;Very safe;Somewhat satsified
1859;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;2018-12-31;175,0000000000000;Clean;Very safe;Somewhat satsified
2345;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;2018-12-31;155,0000000000000;Somewhat clean;Somewhat safe;Somewhat satsified
1669;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;195,0000000000000;Somewhat clean;Very safe;Somewhat satsified
3246;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;2018-12-31;94,9999999999998;Clean;Neutral;Somewhat satsified
1874;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;2018-12-31;85,0000000000000;Average;Very safe;NA
521;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;2018-12-31;165,0000000000000;Somewhat clean;Very safe;Somewhat satsified
600;Thursday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;2018-12-31;105,0000000000000;Somewhat clean;Very safe;Very satisfied
2311;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;2018-12-31;225,0000000000000;Somewhat clean;Very safe;Somewhat satsified
3119;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;2018-12-31;173,0000000000000;Somewhat clean;Very safe;Somewhat satsified
