"hours_studied","attendance","extracurricular_activities","sleep_hours","tutoring_sessions","exam_score"
17,66,"Yes",9,1,64
24,95,"No",4,3,70
19,89,"No",10,1,66
22,67,"Yes",8,0,62
13,83,"No",5,4,63
21,73,"Yes",9,2,66
2,67,"No",6,1,58
19,94,"Yes",6,1,70
10,76,"No",4,1,63
27,76,"Yes",6,0,70
25,67,"Yes",6,1,65
23,75,"Yes",8,5,67
29,95,"No",9,1,73
14,75,"Yes",5,0,82
30,98,"No",7,0,71
26,98,"Yes",4,1,73
19,66,"No",7,1,65
27,67,"Yes",10,1,67
13,95,"Yes",4,1,67
15,76,"Yes",5,4,69
16,60,"Yes",8,0,61
17,71,"No",8,3,64
14,84,"No",6,1,64
27,92,"Yes",9,2,68
18,65,"No",6,1,62
22,64,"Yes",10,5,66
17,97,"Yes",8,1,70
9,90,"Yes",9,3,67
22,84,"Yes",8,2,70
9,91,"No",8,0,65
20,77,"No",8,1,65
12,90,"Yes",9,3,70
32,75,"Yes",7,1,72
25,70,"No",6,0,65
21,89,"Yes",7,1,71
28,77,"Yes",6,3,71
15,99,"Yes",6,1,72
23,74,"No",9,0,64
21,97,"No",8,2,72
22,97,"No",8,1,71
28,70,"Yes",9,0,66
24,92,"No",8,3,71
22,77,"Yes",10,2,67
10,97,"No",4,1,69
14,78,"Yes",6,0,67
19,90,"Yes",6,0,71
21,79,"No",5,1,66
13,69,"No",7,1,62
34,68,"No",7,0,67
29,77,"Yes",10,2,70
24,90,"No",8,0,72
20,84,"No",6,3,69
19,88,"No",8,1,70
14,71,"No",4,0,64
20,79,"Yes",7,1,65
22,62,"Yes",7,2,66
13,93,"No",6,2,68
22,100,"Yes",7,2,72
19,76,"Yes",6,2,65
9,60,"Yes",6,3,60
15,67,"No",8,0,63
18,86,"Yes",9,3,66
31,84,"Yes",8,1,73
23,92,"Yes",6,4,71
12,70,"Yes",6,1,59
23,91,"Yes",6,5,70
11,88,"Yes",7,1,63
26,73,"No",6,1,67
17,82,"Yes",9,2,65
19,66,"No",7,5,64
28,78,"No",8,2,71
12,95,"Yes",5,2,70
12,77,"Yes",6,2,63
16,94,"No",8,3,68
26,84,"Yes",8,1,67
11,68,"Yes",5,1,66
3,83,"Yes",7,2,63
17,80,"Yes",7,0,65
23,76,"Yes",6,2,66
27,65,"Yes",8,2,65
17,77,"Yes",5,2,65
18,63,"No",6,2,63
27,64,"No",8,0,65
9,77,"Yes",7,1,62
18,72,"Yes",7,1,66
21,97,"No",7,1,71
23,75,"Yes",8,2,64
17,90,"Yes",8,0,67
20,81,"No",8,1,68
5,88,"No",7,3,63
16,70,"Yes",6,0,64
23,98,"Yes",6,1,74
14,81,"Yes",5,2,68
20,93,"Yes",6,1,68
23,75,"Yes",6,2,69
18,64,"Yes",9,4,61
21,87,"Yes",5,1,69
14,60,"Yes",9,3,61
19,79,"Yes",7,3,67
24,68,"No",7,0,63
21,85,"No",8,3,68
16,99,"No",5,0,68
21,79,"Yes",6,2,67
24,93,"Yes",5,1,69
8,80,"No",6,2,64
27,80,"No",6,1,67
18,97,"No",9,1,70
23,96,"Yes",6,5,72
27,91,"No",4,1,71
12,72,"No",6,1,62
16,82,"Yes",8,2,67
18,69,"Yes",9,3,64
15,78,"Yes",7,0,64
30,79,"No",6,1,70
15,93,"Yes",7,3,68
17,96,"No",8,1,70
21,77,"Yes",5,1,65
13,61,"No",7,2,59
18,94,"Yes",7,1,69
22,67,"Yes",7,2,67
18,85,"No",7,2,68
19,61,"No",6,1,62
17,76,"No",8,0,65
11,99,"Yes",7,0,69
22,64,"Yes",7,3,65
31,77,"Yes",5,1,68
20,72,"Yes",8,4,68
21,96,"Yes",6,3,71
24,95,"Yes",9,3,71
12,70,"No",5,1,66
30,63,"Yes",8,4,71
21,85,"No",4,2,66
30,73,"No",4,0,66
16,87,"Yes",6,2,69
31,61,"No",4,0,65
25,65,"Yes",8,2,66
23,87,"No",7,2,67
21,68,"No",9,1,66
19,94,"No",7,0,69
27,62,"No",7,2,66
21,69,"Yes",7,0,64
8,100,"Yes",6,0,70
13,77,"Yes",6,1,62
19,88,"Yes",5,1,67
22,67,"No",8,1,60
20,84,"No",7,1,66
27,89,"Yes",7,0,72
8,73,"Yes",10,2,63
21,93,"Yes",6,1,69
9,84,"Yes",7,1,66
25,76,"Yes",7,2,69
19,82,"No",9,2,68
23,83,"No",7,3,66
15,67,"Yes",7,0,63
28,76,"Yes",10,1,70
26,74,"No",6,2,68
24,76,"Yes",7,2,68
19,90,"No",8,1,67
23,79,"Yes",6,1,67
16,98,"Yes",8,3,69
25,72,"No",6,3,68
30,77,"Yes",9,0,67
26,91,"Yes",8,0,70
16,82,"No",7,3,70
22,82,"No",5,2,66
12,62,"Yes",6,0,61
23,76,"Yes",7,2,68
23,71,"Yes",8,1,64
9,100,"No",7,1,66
13,72,"Yes",8,3,65
18,95,"No",8,3,73
18,87,"No",8,3,66
13,74,"Yes",7,2,65
22,82,"Yes",7,0,68
22,94,"Yes",7,0,69
19,95,"Yes",6,1,72
15,66,"No",9,3,63
26,74,"No",8,0,65
30,73,"Yes",9,0,69
17,62,"No",6,2,62
16,84,"Yes",8,0,66
23,94,"Yes",9,3,69
18,75,"Yes",9,2,67
19,90,"Yes",5,0,94
24,85,"Yes",7,2,71
9,75,"No",7,2,61
28,66,"Yes",9,2,68
20,88,"No",4,0,66
18,94,"Yes",5,0,71
19,87,"No",9,3,66
20,61,"No",6,2,60
10,69,"Yes",5,0,60
29,63,"Yes",9,3,66
20,83,"Yes",5,1,67
23,90,"No",9,4,67
26,64,"No",5,2,64
14,94,"No",5,0,66
23,82,"No",7,1,68
18,88,"Yes",6,1,70
25,99,"Yes",7,3,75
7,63,"Yes",10,0,86
19,96,"Yes",7,3,73
16,65,"No",9,1,61
23,76,"No",7,0,68
23,94,"No",8,1,70
16,96,"Yes",4,1,71
16,80,"Yes",8,2,71
19,84,"No",8,2,68
15,88,"Yes",6,2,70
25,93,"Yes",10,1,70
18,65,"Yes",6,0,62
3,92,"Yes",5,3,67
18,79,"No",8,3,68
14,78,"Yes",5,1,68
10,77,"No",7,2,64
13,80,"No",9,1,68
21,98,"Yes",8,0,69
28,82,"No",7,1,70
22,98,"Yes",6,4,73
16,67,"Yes",9,1,66
23,89,"No",5,0,68
17,92,"Yes",8,1,68
16,87,"Yes",10,2,65
13,84,"Yes",8,2,66
9,83,"Yes",7,0,62
18,94,"Yes",7,3,67
21,93,"Yes",6,1,73
19,65,"Yes",6,2,65
18,94,"No",7,2,70
14,77,"Yes",8,3,68
24,70,"Yes",9,3,67
12,95,"Yes",4,2,66
25,77,"No",4,3,65
14,92,"Yes",9,1,66
15,71,"No",7,2,66
11,60,"No",7,2,60
17,80,"Yes",8,0,66
26,64,"Yes",7,2,68
23,90,"Yes",10,3,72
26,71,"No",8,1,68
23,78,"Yes",6,0,67
13,63,"No",6,0,62
18,71,"No",7,0,66
15,91,"No",6,0,69
28,66,"No",10,0,64
13,86,"No",7,0,63
25,97,"Yes",5,2,74
25,87,"Yes",8,0,72
31,92,"Yes",9,1,71
18,64,"Yes",9,2,64
24,70,"No",6,0,65
34,96,"Yes",5,1,75
16,89,"No",9,2,69
11,86,"No",5,1,65
9,87,"No",8,0,60
24,77,"Yes",6,2,69
9,62,"Yes",9,4,65
18,91,"Yes",5,0,67
23,87,"No",6,5,70
21,79,"Yes",8,1,66
23,96,"Yes",8,0,69
21,73,"Yes",9,2,69
28,72,"Yes",8,1,68
14,95,"Yes",8,5,70
16,92,"No",9,2,66
15,81,"No",5,0,65
25,65,"No",6,1,65
25,69,"Yes",5,1,65
23,86,"Yes",4,0,69
27,75,"No",8,4,69
13,93,"No",9,0,65
30,98,"Yes",8,1,76
29,92,"No",8,2,72
24,75,"No",7,2,67
31,92,"Yes",7,3,74
10,74,"Yes",10,2,66
17,67,"Yes",9,2,66
16,61,"No",6,4,66
24,75,"Yes",9,5,71
14,96,"No",9,0,66
25,70,"No",8,1,65
28,68,"Yes",8,1,69
24,99,"Yes",8,1,69
22,61,"Yes",5,2,63
14,91,"No",5,0,68
15,73,"No",8,1,64
27,61,"No",5,2,64
25,97,"Yes",5,1,73
20,66,"Yes",4,2,66
17,82,"No",6,4,67
8,71,"Yes",8,3,63
14,63,"Yes",8,1,61
31,62,"Yes",8,4,71
12,65,"Yes",6,1,61
21,63,"Yes",7,1,62
26,90,"Yes",8,1,74
12,79,"No",8,2,65
21,74,"Yes",6,2,64
26,77,"No",7,1,66
20,97,"Yes",4,1,72
37,96,"Yes",7,0,76
10,89,"Yes",6,4,67
26,95,"No",9,3,71
19,73,"No",6,1,65
25,75,"Yes",7,3,68
23,85,"Yes",6,1,68
16,85,"Yes",6,3,67
21,79,"No",8,1,64
9,76,"No",6,0,60
24,99,"No",10,1,70
22,93,"Yes",4,1,73
24,77,"Yes",8,2,69
26,89,"No",7,0,70
22,71,"No",7,1,64
21,64,"Yes",7,2,64
15,74,"Yes",8,0,65
16,76,"No",7,0,62
27,61,"Yes",9,0,64
29,93,"Yes",7,0,72
19,74,"Yes",5,1,64
20,83,"Yes",7,0,67
15,63,"Yes",9,4,64
27,67,"No",6,0,61
24,96,"Yes",5,1,72
32,84,"Yes",8,2,70
15,98,"No",8,4,70
18,100,"No",6,2,71
21,75,"No",7,1,68
24,72,"No",7,3,68
19,94,"No",7,0,70
15,100,"No",8,2,73
25,85,"No",6,2,69
24,92,"No",8,0,71
15,91,"No",6,1,64
28,74,"No",9,0,68
27,83,"No",10,0,69
21,93,"No",6,1,70
20,88,"No",5,1,67
23,61,"Yes",8,1,66
15,73,"No",7,2,65
20,66,"Yes",8,4,66
7,69,"Yes",6,0,61
25,96,"No",7,0,71
11,61,"Yes",6,5,60
29,69,"Yes",7,1,66
18,72,"Yes",5,1,61
19,85,"Yes",7,2,68
16,81,"Yes",5,2,68
18,69,"Yes",6,2,65
29,67,"No",7,3,65
5,69,"Yes",8,2,60
28,80,"No",8,2,67
22,71,"No",8,2,65
13,98,"Yes",5,1,70
14,79,"No",9,1,64
30,62,"Yes",6,2,68
14,89,"No",6,2,69
13,73,"Yes",7,0,65
27,86,"No",6,2,71
22,71,"Yes",8,1,65
14,83,"Yes",8,0,65
21,91,"Yes",6,0,68
14,97,"No",7,1,66
27,70,"Yes",7,1,65
26,73,"Yes",8,2,71
23,79,"Yes",6,3,68
22,97,"Yes",6,2,70
31,96,"No",5,3,74
20,64,"Yes",6,0,62
13,65,"No",5,1,61
23,80,"Yes",6,0,70
33,64,"Yes",9,0,65
14,74,"Yes",8,2,62
18,66,"No",9,2,65
22,85,"No",6,0,68
20,98,"Yes",4,2,70
14,100,"No",7,1,68
27,75,"No",10,3,69
34,84,"Yes",6,1,73
21,94,"Yes",7,1,71
15,65,"Yes",5,0,63
11,88,"Yes",7,2,66
22,76,"Yes",7,1,67
27,68,"No",4,0,64
23,76,"Yes",5,1,66
20,63,"Yes",5,2,69
16,88,"Yes",5,4,72
13,70,"Yes",6,1,63
25,72,"Yes",8,2,67
25,65,"No",6,1,64
11,95,"Yes",9,4,68
30,80,"No",6,1,71
23,83,"Yes",7,2,67
28,83,"No",8,1,67
12,76,"Yes",9,2,64
12,68,"No",6,5,63
19,90,"No",8,2,72
23,65,"Yes",6,2,63
31,64,"No",10,2,67
24,88,"Yes",5,1,68
19,68,"Yes",8,2,64
14,72,"No",9,4,65
27,79,"Yes",5,2,68
14,78,"Yes",8,2,66
30,88,"Yes",6,4,73
18,85,"Yes",10,1,68
30,86,"No",4,2,72
24,89,"Yes",5,3,70
19,72,"Yes",5,1,66
17,73,"Yes",5,3,66
18,78,"Yes",8,2,66
23,72,"Yes",10,2,65
20,99,"Yes",9,2,71
16,93,"Yes",7,1,66
19,67,"No",7,1,63
20,60,"Yes",6,2,63
7,62,"Yes",8,0,58
23,70,"No",7,3,68
14,65,"No",7,2,61
13,81,"No",6,2,65
10,94,"No",5,1,67
9,89,"Yes",7,1,67
12,69,"No",7,1,62
16,76,"Yes",6,0,86
32,80,"No",6,0,71
17,92,"Yes",8,1,70
21,94,"No",8,1,71
22,96,"No",10,2,71
21,80,"Yes",9,1,70
20,88,"Yes",5,2,67
13,64,"Yes",7,0,60
29,83,"No",5,0,73
31,70,"Yes",4,1,67
10,77,"Yes",10,1,62
14,85,"No",9,0,67
18,70,"No",6,1,65
14,62,"No",9,1,61
23,60,"Yes",9,0,61
16,61,"No",4,1,60
33,60,"No",8,4,68
27,64,"Yes",6,0,65
21,70,"Yes",8,3,67
26,69,"No",10,2,67
27,99,"No",9,0,74
17,72,"No",7,4,64
15,65,"Yes",9,2,64
20,82,"Yes",4,2,67
25,94,"No",8,6,74
21,87,"Yes",8,1,69
11,72,"No",8,1,62
15,82,"Yes",6,1,66
20,89,"Yes",8,2,69
20,89,"Yes",8,1,68
32,87,"Yes",4,2,74
12,95,"No",7,4,68
23,95,"Yes",6,2,73
29,83,"No",8,4,70
34,77,"No",9,0,69
18,86,"Yes",6,2,68
23,93,"No",5,2,71
23,60,"No",7,3,64
21,100,"No",5,3,71
19,67,"No",7,1,65
23,79,"Yes",7,1,68
5,95,"Yes",8,1,67
24,69,"Yes",7,2,67
21,79,"Yes",7,2,67
19,65,"Yes",9,1,63
32,76,"No",7,0,68
16,67,"Yes",6,1,66
18,75,"Yes",7,1,67
32,75,"Yes",6,3,68
15,100,"Yes",5,2,72
17,100,"No",5,3,70
19,65,"No",9,3,62
25,89,"Yes",6,2,69
21,62,"Yes",7,0,61
12,61,"Yes",7,2,58
17,64,"No",7,5,63
16,99,"No",9,4,71
20,98,"Yes",7,1,70
23,68,"No",6,1,64
23,66,"No",6,2,63
9,70,"Yes",8,1,63
26,81,"No",8,2,71
22,83,"Yes",8,0,65
28,69,"No",7,2,68
23,90,"Yes",5,1,70
27,72,"Yes",8,3,68
23,97,"No",7,3,69
28,86,"Yes",7,0,70
23,77,"No",5,0,67
19,92,"Yes",6,2,69
34,93,"No",6,2,73
25,72,"Yes",8,3,68
23,74,"No",8,2,67
12,97,"Yes",7,0,67
12,67,"Yes",8,2,64
22,62,"No",9,2,63
21,78,"No",8,1,67
16,92,"Yes",8,1,70
21,91,"Yes",6,1,71
30,97,"Yes",6,1,74
24,81,"Yes",9,2,70
13,64,"No",6,1,59
19,84,"Yes",8,0,64
15,91,"No",10,2,67
18,64,"Yes",8,1,63
18,67,"Yes",7,5,66
17,60,"Yes",5,1,62
12,84,"No",7,3,65
19,95,"Yes",9,3,73
17,87,"Yes",7,1,70
2,99,"Yes",9,0,62
32,63,"No",8,2,68
27,96,"Yes",7,1,74
18,93,"No",7,2,96
20,73,"No",5,1,66
13,99,"Yes",6,0,69
30,72,"Yes",6,1,70
31,96,"Yes",8,2,73
21,95,"No",7,1,69
26,90,"Yes",9,1,71
21,83,"Yes",7,0,65
12,65,"Yes",6,1,62
18,81,"No",6,1,69
21,74,"No",6,3,65
17,92,"No",7,1,68
19,90,"Yes",6,1,65
19,96,"Yes",5,4,72
20,61,"Yes",9,2,67
20,92,"No",7,2,68
14,98,"No",7,0,68
16,92,"No",6,2,66
12,65,"Yes",5,0,62
26,63,"Yes",7,2,65
7,61,"Yes",4,1,60
27,85,"Yes",8,2,70
28,85,"Yes",6,1,68
18,99,"Yes",7,1,72
4,76,"Yes",8,2,63
18,73,"Yes",7,1,63
20,85,"Yes",5,1,67
14,93,"Yes",9,4,68
17,97,"No",5,2,69
29,92,"Yes",4,1,75
24,77,"No",8,0,67
14,85,"Yes",5,2,69
10,94,"No",9,0,65
18,80,"Yes",8,2,65
19,69,"Yes",7,1,63
23,67,"No",6,2,65
17,60,"No",6,0,58
23,89,"Yes",6,0,70
32,64,"Yes",6,1,66
25,70,"No",9,2,63
20,72,"Yes",6,1,62
19,82,"Yes",8,2,69
18,76,"No",9,1,66
27,87,"No",6,0,68
16,62,"Yes",8,2,62
20,65,"No",6,0,64
20,80,"Yes",7,0,65
17,73,"Yes",6,2,64
12,72,"No",6,2,65
22,63,"Yes",7,3,65
20,96,"Yes",5,0,70
23,88,"No",8,2,71
17,65,"Yes",5,2,65
27,63,"No",5,1,67
15,99,"Yes",7,4,68
30,87,"Yes",6,1,73
10,77,"No",8,0,64
23,88,"No",7,3,71
23,90,"No",5,2,70
15,91,"No",8,4,68
23,79,"Yes",7,2,68
28,77,"Yes",7,3,68
7,60,"Yes",10,0,59
23,97,"Yes",9,2,74
5,84,"Yes",7,1,62
14,68,"Yes",5,2,64
30,97,"No",5,0,76
17,97,"Yes",9,2,70
13,100,"No",6,0,69
19,95,"Yes",7,0,69
32,100,"Yes",5,4,74
9,70,"No",8,2,62
14,94,"No",9,2,70
29,93,"Yes",9,4,71
31,69,"Yes",6,4,68
19,64,"Yes",8,3,66
13,99,"No",7,3,67
33,72,"No",8,3,71
30,95,"Yes",7,3,74
24,60,"Yes",6,3,65
15,61,"Yes",9,1,60
20,79,"Yes",7,2,69
19,70,"Yes",6,2,65
22,88,"Yes",7,3,69
29,83,"Yes",6,1,70
25,63,"Yes",8,0,65
14,67,"Yes",7,0,57
28,76,"Yes",6,0,68
22,67,"No",10,2,67
24,92,"No",5,2,70
29,77,"Yes",8,1,68
13,64,"Yes",7,1,62
20,79,"Yes",5,1,67
17,64,"Yes",6,0,66
11,65,"Yes",5,2,60
22,70,"No",10,0,65
35,94,"Yes",7,1,75
9,97,"Yes",7,4,67
20,93,"No",10,1,71
24,73,"Yes",6,0,63
21,71,"Yes",9,2,67
19,82,"No",8,2,68
12,89,"Yes",4,2,65
21,100,"No",6,1,72
15,65,"No",8,1,61
7,62,"No",7,1,60
27,88,"Yes",7,2,72
26,93,"Yes",6,2,72
20,94,"Yes",6,2,70
21,87,"No",7,2,67
26,98,"No",10,0,71
21,80,"Yes",6,0,66
25,97,"No",6,0,72
18,99,"Yes",7,1,70
28,94,"Yes",5,2,71
22,72,"Yes",8,2,64
21,68,"Yes",5,3,66
12,82,"No",5,2,64
22,78,"Yes",5,0,67
15,95,"No",5,3,67
16,64,"No",9,1,64
15,70,"No",8,0,61
14,90,"Yes",8,4,99
33,64,"No",8,3,67
28,73,"Yes",7,3,72
32,75,"No",7,1,66
13,85,"Yes",9,3,68
20,66,"No",9,1,64
12,94,"No",5,1,69
16,78,"No",10,0,65
14,97,"No",5,1,66
27,79,"Yes",6,3,73
18,71,"Yes",7,0,63
26,66,"Yes",7,3,66
24,60,"Yes",10,3,65
34,81,"Yes",9,1,71
11,64,"Yes",8,1,58
28,76,"No",9,0,68
27,84,"No",8,0,69
14,71,"Yes",6,0,63
26,67,"Yes",8,1,66
22,91,"Yes",7,0,69
19,98,"Yes",6,3,69
15,64,"No",9,2,63
16,66,"Yes",7,1,65
32,98,"No",5,2,76
20,62,"Yes",6,0,67
25,99,"No",8,1,70
15,60,"No",9,1,60
15,95,"No",8,2,68
26,72,"Yes",8,1,68
12,98,"Yes",6,2,70
18,73,"Yes",7,1,68
20,86,"No",7,3,69
21,63,"Yes",7,0,62
19,70,"No",7,1,64
22,91,"No",6,2,71
24,81,"Yes",8,1,68
24,97,"No",5,0,72
14,77,"Yes",5,1,64
18,95,"Yes",6,6,73
27,78,"No",8,0,69
25,99,"No",8,1,70
12,98,"No",4,3,69
22,73,"No",8,1,64
8,95,"No",7,2,66
20,94,"Yes",6,1,69
31,68,"No",7,1,68
14,85,"Yes",5,4,65
15,63,"Yes",7,4,62
25,93,"Yes",5,2,75
11,67,"Yes",6,0,60
16,63,"Yes",6,0,63
24,76,"Yes",8,2,66
16,83,"Yes",7,0,67
19,94,"Yes",8,1,68
24,99,"Yes",5,0,72
23,78,"No",7,0,66
22,62,"Yes",8,0,63
18,90,"Yes",9,1,71
22,83,"Yes",5,2,67
19,78,"Yes",6,1,66
23,72,"No",8,2,66
17,80,"No",9,4,68
19,74,"No",7,1,66
14,90,"Yes",5,0,68
20,82,"Yes",5,3,68
15,95,"Yes",7,0,68
13,82,"No",8,2,66
22,70,"No",7,1,66
21,94,"No",5,0,70
25,82,"Yes",9,1,68
17,68,"Yes",6,2,65
22,85,"Yes",8,1,70
23,74,"No",4,3,66
23,94,"Yes",9,0,68
15,78,"Yes",6,1,64
21,89,"No",9,0,69
22,64,"No",8,2,65
20,76,"Yes",5,3,69
7,99,"Yes",7,1,66
21,92,"No",9,1,68
33,66,"Yes",6,3,70
18,71,"No",9,1,65
16,73,"Yes",8,0,65
22,86,"No",9,1,68
22,90,"No",7,0,67
27,90,"No",7,0,72
12,80,"Yes",10,1,70
24,92,"Yes",8,1,72
24,77,"Yes",7,1,71
19,65,"No",8,1,64
22,83,"Yes",6,2,69
26,98,"Yes",7,4,73
25,92,"Yes",9,1,70
13,83,"No",7,1,68
25,86,"No",6,2,71
20,97,"No",6,1,71
20,77,"Yes",7,0,66
20,73,"No",6,3,68
19,99,"Yes",5,0,70
27,95,"No",5,3,72
19,73,"Yes",9,1,66
13,79,"Yes",7,3,65
18,77,"Yes",7,3,66
21,66,"Yes",6,3,65
27,98,"Yes",6,0,72
24,76,"Yes",6,2,68
15,95,"Yes",7,0,68
35,68,"Yes",5,0,67
22,82,"Yes",9,2,68
28,61,"No",7,1,67
19,91,"No",7,3,69
23,83,"No",8,2,65
25,85,"No",8,2,70
27,62,"No",6,1,64
26,68,"No",8,2,66
25,63,"No",8,1,64
18,72,"Yes",7,1,66
17,85,"Yes",9,1,67
22,83,"Yes",8,3,68
26,84,"No",8,5,71
19,82,"No",9,1,67
26,71,"Yes",7,3,69
29,70,"Yes",7,1,67
15,65,"Yes",8,4,61
15,94,"No",7,0,68
19,85,"Yes",8,2,67
22,67,"Yes",6,1,64
17,67,"Yes",4,3,63
28,95,"No",8,3,72
23,90,"No",5,2,69
20,86,"No",6,1,66
11,76,"Yes",8,1,64
12,70,"Yes",8,2,61
22,99,"Yes",9,2,71
7,92,"Yes",4,0,63
26,72,"No",7,2,65
19,94,"Yes",7,2,71
39,90,"No",8,2,78
34,72,"Yes",9,1,73
19,77,"No",5,1,65
19,67,"Yes",7,0,66
26,64,"Yes",8,3,66
30,89,"No",6,3,74
10,71,"No",10,4,62
9,93,"Yes",6,1,66
16,100,"No",7,4,71
23,63,"Yes",5,2,67
23,79,"Yes",7,0,69
26,92,"No",4,2,72
13,92,"Yes",7,2,72
6,90,"Yes",9,2,65
25,74,"No",5,1,71
15,78,"No",5,0,64
8,84,"Yes",9,1,61
21,99,"Yes",9,1,69
25,73,"Yes",5,1,65
19,97,"Yes",10,3,69
17,71,"No",8,2,64
19,100,"Yes",9,1,69
18,87,"Yes",6,1,68
12,79,"No",9,1,63
16,85,"No",7,1,66
23,71,"No",7,1,65
22,71,"Yes",8,2,66
21,65,"No",6,3,67
14,65,"Yes",5,3,62
19,74,"Yes",7,2,66
7,91,"No",7,3,68
21,84,"Yes",6,2,68
29,64,"No",9,0,63
11,94,"Yes",10,1,66
16,84,"No",6,3,65
22,98,"Yes",7,1,72
28,87,"No",6,4,70
17,67,"No",10,1,63
16,79,"No",8,0,65
8,86,"Yes",8,1,65
21,61,"No",9,1,66
32,61,"Yes",7,0,68
22,65,"Yes",7,2,64
20,70,"No",9,3,66
22,77,"Yes",8,3,68
20,79,"Yes",6,0,64
15,66,"No",6,2,62
25,87,"Yes",6,0,67
21,84,"No",9,1,67
20,72,"No",9,1,65
14,61,"Yes",10,2,59
28,63,"Yes",6,0,66
24,76,"No",7,4,68
17,66,"No",6,2,63
26,75,"Yes",7,2,68
17,85,"Yes",8,2,68
15,82,"Yes",7,3,66
15,69,"No",9,1,63
9,74,"No",6,3,61
23,85,"Yes",8,0,68
9,94,"No",6,0,66
13,90,"No",4,1,69
8,82,"Yes",5,0,64
19,74,"No",7,1,68
19,75,"No",10,0,66
18,95,"No",6,0,68
14,62,"Yes",7,2,62
13,100,"Yes",8,1,68
23,87,"No",6,1,69
17,87,"Yes",6,2,70
22,62,"Yes",7,4,65
15,84,"Yes",6,3,68
21,79,"No",4,0,67
28,64,"Yes",6,0,64
24,71,"No",8,2,63
18,96,"Yes",8,1,67
22,82,"No",9,1,66
19,77,"Yes",9,2,67
20,63,"Yes",6,2,63
18,89,"Yes",6,3,69
19,88,"No",6,3,70
21,85,"Yes",7,0,70
14,80,"No",6,0,65
14,77,"No",7,2,64
12,84,"Yes",6,1,67
10,69,"No",8,1,61
13,98,"Yes",6,1,70
21,84,"No",6,2,68
15,72,"Yes",8,0,64
23,78,"No",8,1,68
20,92,"No",7,1,68
8,66,"Yes",8,0,63
24,72,"Yes",8,1,65
25,87,"Yes",10,4,69
14,73,"No",8,2,63
23,92,"Yes",10,1,69
15,65,"Yes",7,3,61
21,91,"Yes",9,2,69
12,63,"No",9,1,62
9,61,"Yes",7,0,58
18,96,"Yes",6,2,71
19,83,"No",6,5,69
18,74,"No",8,1,68
13,69,"No",5,0,61
18,85,"Yes",6,3,67
22,80,"Yes",9,2,68
20,100,"Yes",8,3,72
21,99,"Yes",4,1,71
16,85,"Yes",5,3,67
27,78,"No",10,3,68
13,80,"No",9,0,64
23,87,"No",6,3,73
27,64,"Yes",5,0,65
23,73,"No",5,1,67
19,63,"Yes",8,0,63
17,63,"Yes",10,0,63
26,68,"Yes",10,4,69
11,79,"Yes",5,1,68
14,91,"Yes",7,2,68
18,79,"Yes",6,3,69
27,73,"Yes",7,5,73
22,63,"Yes",5,3,66
14,82,"Yes",6,3,68
18,71,"No",6,2,65
16,85,"No",8,4,67
16,99,"No",6,2,70
26,64,"No",6,1,66
12,68,"No",8,3,64
30,79,"No",9,1,69
25,99,"No",10,1,71
27,91,"No",8,0,68
17,96,"No",7,2,68
19,73,"Yes",9,0,66
11,100,"No",9,2,70
17,64,"No",8,0,65
23,62,"Yes",5,1,63
28,94,"Yes",9,0,70
13,97,"Yes",8,0,67
18,64,"No",6,1,63
19,65,"No",6,1,64
12,61,"Yes",8,2,60
24,64,"Yes",4,0,62
16,68,"No",7,2,65
19,99,"No",6,0,69
17,87,"Yes",6,1,68
15,91,"No",6,1,66
20,91,"Yes",5,4,72
19,81,"Yes",9,2,68
18,92,"No",4,3,69
16,84,"No",7,1,65
22,73,"Yes",6,0,65
30,82,"Yes",10,2,70
21,81,"Yes",7,1,67
26,93,"No",4,4,73
12,99,"No",8,2,70
21,76,"Yes",5,1,66
13,91,"Yes",8,1,68
11,64,"Yes",8,2,61
16,91,"No",9,0,70
27,75,"Yes",7,2,66
26,62,"Yes",8,4,67
21,75,"No",7,1,69
11,84,"Yes",6,2,64
19,65,"Yes",9,0,65
22,97,"Yes",5,7,75
21,63,"No",7,2,63
9,97,"No",6,5,69
15,88,"Yes",8,2,68
20,73,"Yes",6,2,66
23,76,"Yes",6,2,66
7,90,"Yes",7,4,66
19,84,"Yes",9,2,68
21,87,"Yes",6,1,65
25,76,"No",6,3,70
24,80,"No",5,3,68
23,100,"No",6,1,70
15,69,"No",8,2,61
9,77,"No",7,3,61
18,72,"No",7,6,64
26,91,"No",10,4,71
28,91,"Yes",4,1,72
24,72,"Yes",10,1,66
23,63,"Yes",9,0,63
22,60,"No",7,3,62
17,77,"Yes",8,3,65
19,76,"Yes",6,2,66
30,100,"No",7,2,72
14,79,"Yes",10,2,68
30,70,"No",6,2,70
18,96,"Yes",7,1,70
28,80,"No",6,2,73
12,84,"No",6,2,67
24,64,"No",6,3,65
16,75,"Yes",5,1,65
12,98,"No",7,0,65
21,84,"Yes",7,0,70
26,74,"Yes",6,3,66
15,85,"Yes",4,0,65
11,96,"No",7,2,68
19,71,"Yes",7,3,66
19,80,"Yes",10,1,65
23,98,"Yes",7,2,71
26,67,"Yes",8,2,65
20,89,"Yes",6,0,70
31,85,"Yes",9,0,69
21,87,"No",6,3,71
18,74,"Yes",8,0,67
10,73,"Yes",8,3,64
18,87,"No",8,1,82
18,69,"Yes",10,2,66
