
x,daysSinceFirstPurch, shoppingCartValue, gender, voucher, returned, boughtAgain
2119,38,63.5 ,female,0,       0,1
2120,28,56.7 ,female,0,       1,1
2121,39,67.8 ,female,0,       1,1
2122,14,117.  ,female,0,       0,1
2123,25,56.5 ,male,0,       0,0
2124,34,62.5 ,male,0,       0,1
2125,25,85.1 ,male,0,       0,1
2126,28,57.8 ,male,1,        0,0
2127,35,47.0 ,female,1,        0,1
2128,59,62.5 ,female,1,        0,0
2129,11,28.8 ,female,0,       1,0
2130,14,68.9 ,female,1,        0,1
2131,61,107.  ,female,0,       0,1
2132,30,35.7 ,female,1,        1,1
2133,52,68.6 ,male,0,       0,1
2134,36,107.  ,male,0,       0,1
2135,21,60.6 ,female,0,       0,1
2136,36,228.  ,male,0,       1,0
2137,35,140.  ,female,0,       0,1
2138,39,131.  ,female,1,        0,1
2139,40,45.1 ,male,0,       0,0
2140,52,33.9 ,female,0,       0,1
2141,45,78.8 ,male,0,       0,1
2142,47,116.  ,female,0,       0,1
2143,40,266.  ,female,1,        0,0
2144,26,66.8 ,female,0,       1,0
2145,42,143.  ,female,1,        1,0
2146,24,84.3 ,female,0,       0,0
2147,27,42.2 ,female,0,       0,0
2148,37,126.  ,female,0,       0,1
2149,20,41.3 ,male,1,        1,1
2150,45,73.0 ,female,1,        0,0
2151,11,48.7 ,male,1,        0,1
2152,46,72.2 ,female,0,       0,0
2153,27,46.1 ,female,0,       0,1
2154,42,69.2 ,female,1,        1,0
2155,55,49.7 ,female,0,       0,1
2156,10,86.6 ,female,0,       0,1
2157,35,36.4 ,female,0,       0,0
2158,33,70.9 ,male,0,       0,1
2159,30,58.9 ,female,0,       0,1
2160,42,87.2 ,female,0,       0,0
2161,41,64.9 ,female,0,       0,1
2162,29,126.  ,female,0,       0,1
2163,40,69.0 ,female,1,        0,1
2164,19,47.7 ,female,1,        0,1
2165,68,91.0 ,male,0,       0,1
2166,10,88.4 ,male,0,       0,1
2167,24,74.9 ,female,0,       1,0
2168,14,155.  ,female,0,       0,1
2169, 9,45.6 ,female,0,       0,0
2170,24,105.  ,male,0,       0,1
2171,50,88.6 ,female,0,       0,0
2172,46,327.  ,male,0,       0,0
2173,14,48.5 ,male,0,       0,1
2174,40,119.  ,female,0,       0,1
2175,36,86.6 ,female,0,       0,0
2176,18,32.7 ,male,1,        0,0
2177,55,74.1 ,female,0,       1,1
2178,41,106.  ,female,0,       0,0
2179,20,92.6 ,male,0,       0,0
2180,34,86.9 ,male,1,        0,1
2181,14,213.  ,male,0,       0,1
2182,41,57.2 ,female,0,       0,0
2183,25,35.7 ,female,0,       1,0
2184, 9,48.5 ,male,0,       0,1
2185,23,40.1 ,female,0,       0,1
2186,20,116.  ,female,1,        0,1
2187,42,39.2 ,female,0,       0,0
2188,17,132.  ,female,0,       1,1
2189,38,58.9 ,female,1,        0,0
2190,49,130.  ,male,0,       0,1
2191,18,46.0 ,male,0,       0,1
2192, 7,68.9 ,female,1,        0,0
2193,36,93.5 ,female,1,        0,0
2194,49,46.8 ,male,0,       0,1
2195,56,72.1 ,male,0,       0,1
2196,37,101.  ,female,0,       0,0
2197,24,81.3 ,male,0,       0,1
2198,50,84.8 ,male,0,       1,1
2199,53,179.  ,male,0,       0,1
2200,38,54.0 ,male,0,       0,1
2201,18,74.7 ,female,0,       0,1
2202,33,64.6 ,female,0,       1,0
2203,56,34.0 ,female,1,        0,0
2204,15,72.1 ,male,0,       0,1
2205,50,131.  ,female,0,       0,1
2206,19,74.8 ,male,1,        0,0
2207,31,49.6 ,female,0,       1,1
2208,17,140.  ,female,0,       0,0
2209,28,120.  ,male,0,       0,1
2210,11,128.  ,female,0,       0,0
2211,31,38.8 ,female,0,       0,1
2212,44,266.  ,female,0,       1,1
2213,28,148.  ,male,1,        0,1
2214,68,48.3 ,female,1,        0,1
2215,40,73.6 ,male,0,       0,1
2216,31,73.8 ,female,0,       0,1
2217,52,78.3 ,male,0,       0,1
2218,19,264.  ,male,1,        0,0
2219,37,89.3 ,female,0,       0,1
2220,17,52.4 ,female,1,        0,0
2221,33,60.9 ,female,0,       0,1
2222,47,190.  ,male,0,       0,0
2223,   102,154.  ,male,0,       0,1
2224,77,221.  ,male,0,       0,0
2225,17,258.  ,male,0,       0,1
2226,39,120.  ,female,1,        0,0
2227,25,109.  ,male,1,        0,1
2228,37,89.5 ,female,0,       0,1
2229, 9,63.1 ,female,0,       0,1
2230, 6,42.3 ,female,0,       0,0
2231,53,49.7 ,female,0,       0,1
2232,22,31.8 ,female,0,       0,0
2233,20,43.9 ,female,0,       0,1
2234,66,211.  ,female,1,        0,1
2235,22,31.9 ,female,1,        0,1
2236,12,102.  ,female,0,       0,1
2237,43,185   ,female,0,       0,1
2238,85,313.  ,female,0,       0,1
2239,51,82.8 ,female,0,       1,1
2240,97,183.  ,male,0,       0,1
2241,37,91.1 ,male,0,       0,0
2242,39,75.4 ,female,0,       0,0
2243,27,104.  ,male,1,        1,1
2244,48,90.8 ,female,0,       0,1
2245,27,49.9 ,male,1,        0,1
2246,55,75.8 ,male,0,       0,1
2247, 5,102.  ,female,0,       0,0
2248,23,99.0 ,female,1,        0,0
2249,50,124.  ,male,1,        0,1
2250,49,53.7 ,female,0,       0,1
2251,22,113.  ,female,1,        0,1
2252,57,176.  ,male,1,        0,1
2253,30,61.6 ,male,0,       0,1
2254,49,78.0 ,male,1,        0,1
2255,19,223.  ,male,1,        0,1
2256,42,81.3 ,male,0,       0,1
2257,56,152.  ,male,1,        0,1
2258,29,33.0 ,female,0,       0,0
2259,   124,310.  ,male,1,        0,1
2260,49,85.8 ,male,1,        1,1
2261,20,66.8 ,female,1,        1,0
2262,34,63.4 ,male,1,        0,0
2263,32,75.1 ,female,0,       0,0
2264,27,75.5 ,male,0,       0,1
2265,36,59.8 ,male,0,       0,0
2266,12,43.6 ,female,0,       0,0
2267,28,85.6 ,female,1,        1,0
2268,25,103.  ,male,1,        0,0
2269,18,83.7 ,female,0,       0,1
2270,15,77.1 ,female,0,       0,1
2271,68,112.  ,male,1,        1,1
2272,21,94.6 ,male,0,       0,1
2273,17,71.4 ,female,0,       0,1
2274,60,62.3 ,female,0,       0,0
2275,27,53.1 ,male,1,        0,0
2276,19,103.  ,male,0,       0,1
2277,21,48.2 ,male,0,       1,0
2278,55,69.2 ,female,0,       0,0
2279, 9,72.1 ,female,0,       0,1
2280,40,137.  ,male,1,        0,0
2281,32,42.8 ,female,1,        0,0
2282,18,114.  ,male,0,       0,0
2283,13,35.6 ,female,0,       0,0
2284,35,77.4 ,male,1,        0,0
2285,32,67.0 ,female,0,       1,1
2286,18,170.  ,female,0,       1,1
2287,67,115.  ,male,0,       0,1
2288,17,52.2 ,female,0,       0,1
2289,41,87.0 ,male,0,       0,1
2290,24,76.5 ,male,0,       0,0
2291, 8,60.6 ,male,0,       0,1
2292,38,101.  ,female,0,       0,1
2293,45,66.1 ,male,0,       0,0
2294,42,280.  ,female,0,       0,0
2295,40,115.  ,female,1,        1,0
2296,28,70.5 ,male,0,       0,0
2297,21,132.  ,female,0,       0,0
2298,39,75.6 ,female,0,       0,0
2299,26,108.  ,male,0,       0,1
2300,38,69.2 ,male,0,       0,1
2301,46,227.  ,female,0,       0,1
2302, 6,41.8 ,male,0,       1,0
2303,59,75.6 ,female,0,       0,1
2304,52,68.1 ,female,0,       1,1
2305,37,103.  ,male,1,        0,1
2306,26,109.  ,male,0,       0,1
2307,35,54.8 ,female,0,       1,0
2308,57,185.  ,male,0,       0,1
2309,19,67.0 ,female,0,       0,1
2310,28,55   ,male,1,        0,1
2311,21,45.8 ,female,1,        0,0
2312,34,36.4 ,male,0,       0,1
2313,22,86.6 ,male,0,       0,1
2314,53,58.8 ,male,0,       0,1
2315,   107,548.  ,male,0,       1,1
2316,31,145.  ,female,0,       0,1
2317,31,58.9 ,male,0,       0,0
2318,36,97.9 ,male,0,       0,1
2319,27,147.  ,female,0,       1,1
2320,38,37.8 ,male,0,       0,1
2321,12,95.7 ,female,1,        0,1
2322,17,62.2 ,female,1,        1,1
2323,21,54.1 ,male,0,       0,1
2324,29,319.  ,male,0,       0,1
2325, 8,69.5 ,female,0,       0,1
2326,37,36.7 ,male,0,       0,1
2327,35,70.6 ,female,0,       1,1
2328,59,66.8 ,female,0,       0,0
2329,32,104.  ,female,0,       1,0
2330,12,92.3 ,male,0,       0,1
2331,62,122.  ,female,0,       1,1
2332,35,117.  ,female,1,        0,1
2333,15,54.7 ,female,0,       0,0
2334,39,114.  ,male,0,       0,1
2335,41,42   ,female,0,       0,1
2336,26,117.  ,female,0,       0,0
2337,20,38.6 ,male,0,       0,1
2338,64,290.  ,female,0,       0,1
2339,25,144.  ,male,0,       0,1
2340,47,41.6 ,female,1,        0,0
2341,13,65.6 ,female,0,       1,0
2342,48,138.  ,female,1,        0,0
2343,20,127.  ,female,0,       0,1
2344,31,120.  ,male,0,       0,1
2345,33,76.1 ,female,0,       0,0
2346,41,64.2 ,female,0,       0,1
2347,12,42.8 ,female,0,       0,1
2348,23,80.8 ,female,1,        0,1
2349,13,67.9 ,female,0,       1,1
2350,14,166.  ,male,0,       0,0
2351,73,103.  ,male,0,       0,1
2352,45,135.  ,male,1,        0,1
2353,37,372.  ,male,0,       0,1
2354,41,143.  ,female,0,       0,1
2355,12,80.3 ,female,0,       0,1
2356,34,120.  ,female,1,        0,1
2357,39,30.1 ,female,0,       0,1
2358,48,75.0 ,female,0,       0,1
2359,14,67.8 ,female,0,       0,1
2360,44,127.  ,male,0,       0,1
2361,43,32.0 ,female,0,       0,0
2362,19,46.7 ,female,0,       0,0
2363,35,129.  ,female,0,       0,1
2364,25,133.  ,female,0,       0,1
2365,15,98.9 ,female,0,       1,0
2366,39,78.5 ,female,0,       1,1
2367,22,110.  ,female,0,       1,1
2368,17,68.4 ,male,0,       0,0
2369,23,62.6 ,female,0,       0,0
2370,41,102.  ,male,0,       0,1
2371,55,205.  ,male,0,       0,1
2372,44,50.8 ,female,0,       0,0
2373,15,121.  ,female,0,       1,1
2374,57,93.4 ,female,0,       0,0
2375,22,108.  ,female,0,       0,1
2376,49,96.9 ,female,0,       0,1
2377,22,50.6 ,female,0,       0,1
2378,37,370.  ,female,0,       0,1
2379,50,75.4 ,female,0,       0,1
2380,47,55.0 ,female,0,       1,1
2381,38,56.2 ,female,0,       0,1
2382,24,78.0 ,female,0,       0,1
2383,52,197.  ,female,0,       1,1
2384,41,31.6 ,female,0,       0,1
2385,30,87.2 ,male,1,        0,1
2386,40,98.4 ,male,0,       0,1
2387,21,31.1 ,male,0,       0,1
2388,16,179.  ,male,0,       0,0
2389,38,137.  ,female,0,       0,1
2390,16,59.3 ,female,0,       0,0
2391,30,90.3 ,female,1,        0,0
2392,21,48.3 ,female,0,       0,0
2393,11,152.  ,female,0,       0,1
2394,56,237.  ,male,1,        0,1
2395,49,50.4 ,female,0,       0,0
2396,10,61.2 ,female,0,       1,1
2397,43,95.5 ,female,1,        0,1
2398,21,58.8 ,female,1,        0,0
2399,34,41.1 ,male,0,       0,1
2400,19,134.  ,male,0,       1,0
2401,45,89.4 ,female,1,        1,0
2402,14,117.  ,male,0,       0,1
2403,47,131.  ,female,0,       0,1
2404,25,105.  ,female,0,       0,1
2405,36,68.3 ,female,0,       0,1
2406,27,78.5 ,male,1,        0,1
2407,43,79.3 ,female,0,       0,0
2408,32,148.  ,male,1,        0,0
2409,49,76.4 ,female,0,       0,1
2410,22,93.9 ,female,0,       0,1
2411,13,55.8 ,female,0,       0,0
2412,62,107.  ,female,0,       0,0
2413,11,62.6 ,female,0,       0,0
2414,15,54.6 ,female,0,       1,1
2415,26,90.3 ,male,0,       1,0
2416,38,85.6 ,male,0,       0,0
2417,31,60.2 ,female,0,       0,0
2418,10,47.8 ,female,0,       0,1
2419,26,176.  ,female,0,       0,1
2420,31,49.9 ,female,1,        1,1
2421,30,88   ,female,0,       1,0
2422,10,34.6 ,female,1,        0,0
2423,32,55.0 ,female,0,       0,1
2424,41,34.2 ,female,1,        0,1
2425,59,37.9 ,male,0,       1,0
2426,71,76.4 ,female,1,        0,1
2427,49,120.  ,male,0,       0,1
2428,30,42.8 ,female,1,        0,1
2429,30,34.9 ,female,0,       0,1
2430,32,85.7 ,female,0,       1,0
2431,30,120.  ,female,0,       0,0
2432,37,121.  ,female,0,       0,1
2433,45,39.9 ,female,0,       0,1
2434,41,137.  ,male,0,       0,1
2435,76,101.  ,female,0,       0,1
2436,25,56.7 ,female,0,       0,1
2437,16,85.5 ,male,1,        0,0
2438,24,36.2 ,female,1,        1,0
2439,56,51.0 ,female,0,       1,0
2440,28,44.5 ,male,0,       0,1
2441, 7,51.6 ,female,1,        0,1
2442,26,89.8 ,male,1,        1,1
2443,42,50.4 ,male,1,        0,1
2444,20,99.7 ,female,1,        0,0
2445,20,199.  ,male,0,       0,1
2446,22,125.  ,male,0,       0,1
2447,61,82.9 ,female,0,       0,0
2448,61,41.5 ,male,0,       0,1
2449,64,90.8 ,male,0,       1,1
2450,55,86.6 ,female,1,        0,0
2451, 5,59.4 ,female,0,       0,1
2452,27,56.3 ,female,0,       1,0
2453,41,32.9 ,male,0,       0,0
2454,32,52.2 ,female,0,       0,1
2455,42,60.8 ,female,1,        0,1
2456,38,57.3 ,male,0,       0,1
2457,44,54.7 ,female,0,       1,1
2458,40,241   ,male,0,       1,1
2459,54,70.5 ,female,0,       0,1
2460,66,238.  ,male,0,       0,0
2461,   102,226.  ,female,0,       0,1
2462,58,86.7 ,female,0,       0,1
2463,34,78.8 ,female,0,       1,0
2464,35,43.1 ,female,1,        0,1
2465,76,89.4 ,male,1,        1,1
2466,12,91.4 ,female,0,       0,1
2467,15,44.1 ,female,0,       0,0
2468,28,158.  ,male,0,       0,1
2469,15,44.7 ,female,0,       0,0
2470,23,76.1 ,female,0,       0,0
2471,63,162.  ,male,0,       0,0
2472,14,62.5 ,female,0,       0,1
2473,61,69.3 ,female,0,       1,1
2474,42,59.2 ,male,0,       1,1
2475,50,209.  ,male,1,        1,0
2476,11,84.1 ,female,0,       1,0
2477,36,51.0 ,male,0,       0,1
2478,49,77.7 ,female,0,       0,1
2479,16,67.7 ,female,1,        1,0
2480,11,69.8 ,male,0,       0,1
2481,56,46.0 ,male,0,       0,0
2482,36,113.  ,female,0,       0,0
2483,30,63.3 ,female,0,       0,0
2484,47,57.8 ,female,0,       0,0
2485,34,40.8 ,female,0,       0,1
2486,20,80.3 ,female,1,        0,1
2487,51,149.  ,male,0,       0,1
2488,   125,196.  ,female,0,       0,1
2489,24,100.  ,female,0,       1,1
2490,34,48.9 ,male,0,       1,1
2491,32,86.8 ,male,0,       0,0
2492,10,52.3 ,female,1,        0,1
2493,80,158.  ,male,0,       1,0
2494, 8,38.4 ,female,0,       1,0
2495,48,133.  ,male,0,       1,1
2496,73,37.1 ,female,0,       0,0
2497,31,203.  ,female,0,       0,0
2498,75,146.  ,male,0,       0,1
2499,44,53.0 ,male,0,       0,1
2500,34,64.3 ,female,0,       0,0
2501,23,38.8 ,male,0,       0,1
2502,38,91.7 ,female,0,       0,0
2503,58,244.  ,male,0,       0,1
2504,55,122.  ,female,0,       0,1
2505,51,90.9 ,male,0,       0,1
2506,28,92.7 ,female,1,        0,0
2507,33,109.  ,female,1,        0,0
2508,26,82.5 ,female,0,       1,1
2509,69,142.  ,female,0,       0,0
2510,67,64.5 ,female,0,       0,1
2511,33,157.  ,female,0,       0,1
2512,61,102.  ,female,0,       0,1
2513,48,66.2 ,male,0,       0,1
2514,11,91.5 ,male,0,       0,1
2515,33,72.8 ,female,0,       0,0
2516,51,33.0 ,female,0,       0,1
2517,37,111.  ,male,0,       0,1
2518,21,85.5 ,female,0,       0,0
2519,24,38.8 ,male,0,       1,0
2520,21,76.0 ,female,0,       0,1
2521,26,118.  ,female,0,       0,1
2522,32,39.4 ,female,0,       0,0
2523,56,40.7 ,female,1,        0,1
2524,65,110.  ,male,0,       0,1
2525,35,92.5 ,female,0,       0,1
2526,57,168.  ,male,0,       0,1
2527,11,77.6 ,female,0,       1,1
2528,23,115.  ,female,0,       0,1
2529,35,36.6 ,male,0,       0,1
2530,24,44.9 ,female,0,       0,1
2531,50,132.  ,female,0,       0,1
2532,37,39.5 ,female,1,        0,0
2533,52,61.5 ,female,0,       0,1
2534,53,124.  ,female,0,       0,1
2535,60,124.  ,male,0,       0,1
2536,29,64.6 ,female,1,        0,0
2537,34,47.1 ,female,0,       1,1
2538,60,64.6 ,male,0,       0,1
2539,37,126.  ,female,0,       1,1
2540,20,66   ,female,0,       0,1
2541,43,148.  ,male,0,       0,1
2542,20,85.1 ,female,0,       1,1
2543,31,51.4 ,male,1,        0,1
2544,36,144.  ,female,0,       0,1
2545,58,158.  ,female,1,        0,1
2546,26,52.4 ,female,0,       0,1
2547,14,105.  ,male,0,       0,1
2548,57,117.  ,male,0,       0,1
2549,39,103.  ,female,0,       0,1
2550,36,74.2 ,male,0,       1,0
2551,56,243.  ,male,0,       0,1
2552,21,94.9 ,female,1,        0,0
2553,58,66.8 ,male,1,        0,1
2554,50,47.5 ,female,0,       0,0
2555,45,73.3 ,female,1,        0,1
2556,15,43.0 ,male,0,       0,1
2557,33,50.3 ,female,0,       0,1
2558,   144,238.  ,male,1,        0,1
2559,10,56.9 ,female,0,       0,1
2560,11,98.6 ,male,1,        0,0
2561,31,81.2 ,male,1,        0,1
2562,12,65.1 ,female,0,       0,1
2563,38,48.2 ,male,0,       0,0
2564,18,46.1 ,female,0,       0,0
2565,28,94.3 ,female,0,       0,1
2566,51,85.4 ,female,0,       0,1
2567,44,70.5 ,male,1,        1,0
2568,20,80.8 ,female,0,       1,0
2569,43,38.8 ,male,0,       0,0
2570,33,64.1 ,male,0,       0,1
2571,30,75.4 ,female,0,       1,1
2572,44,136.  ,female,0,       0,1
2573,26,94.4 ,male,0,       0,1
2574,60,75.6 ,female,0,       0,1
2575,44,81.7 ,female,0,       1,1
2576,23,49.0 ,female,0,       1,0
2577,18,74.8 ,female,0,       0,0
2578,49,213.  ,male,1,        0,1
2579, 8,82.8 ,male,0,       0,1
2580,23,79.2 ,female,0,       0,0
2581,45,63.8 ,female,0,       1,0
2582,46,259.  ,female,1,        1,1
2583,15,73.7 ,female,0,       1,1
2584,36,93.9 ,female,1,        0,1
2585,76,36.0 ,female,0,       0,0
2586,31,128.  ,female,0,       0,1
2587,14,92.5 ,male,1,        0,1
2588,24,51.2 ,female,0,       0,1
2589,28,73.8 ,male,1,        0,1
2590,20,72.6 ,female,1,        0,1
2591,27,44.9 ,male,0,       1,1
2592,13,42.8 ,male,1,        0,1
2593,22,42.4 ,female,1,        0,1
2594,23,188.  ,female,0,       0,0
2595,74,89.2 ,female,0,       0,0
2596,20,45.2 ,female,0,       0,0
2597, 3,60.5 ,female,0,       1,0
2598,53,65.7 ,female,0,       0,1
2599,39,184.  ,female,0,       0,1
2600,23,111.  ,female,0,       0,1
2601, 7,78.0 ,male,0,       0,1
2602,   106,154.  ,male,0,       0,0
2603,34,65.4 ,female,0,       0,0
2604,17,58.3 ,female,0,       0,1
2605,29,84.0 ,male,0,       1,0
2606,45,131.  ,female,0,       0,0
2607,37,95.4 ,male,0,       0,1
2608,40,108.  ,male,0,       0,1
2609,68,121.  ,female,1,        1,0
2610,21,44.3 ,female,0,       0,0
2611,33,170.  ,female,0,       0,1
2612,64,59.8 ,male,0,       1,0
2613,62,136.  ,female,1,        0,1
2614,31,48.0 ,female,0,       0,1
2615,20,121.  ,female,1,        0,0
2616,66,89.3 ,female,1,        0,0
2617,23,129.  ,male,0,       0,1
2618,29,214.  ,male,1,        0,1
2619,55,68.4 ,female,1,        0,0
2620,34,52.2 ,female,1,        0,1
2621,41,97.2 ,female,0,       0,1
2622,55,84.1 ,female,1,        1,0
2623,99,79.4 ,male,1,        0,1
2624,13,41.0 ,male,1,        0,0
2625,24,59.9 ,male,0,       1,1
2626,27,104.  ,male,0,       1,1
2627,32,112.  ,female,1,        0,1
2628,19,51.6 ,female,0,       0,0
2629,16,128.  ,female,0,       0,1
2630,63,47.2 ,female,0,       0,1
2631,36,70.6 ,male,0,       1,0
2632, 8,53.2 ,male,0,       0,0
2633,53,61.9 ,female,1,        0,1
2634,17,54.4 ,male,0,       0,1
2635,52,29.0 ,female,0,       0,1
2636,18,59   ,female,0,       0,1
2637,36,123.  ,male,0,       0,1
2638,43,80.2 ,female,0,       1,1
2639,70,106.  ,male,0,       0,1
2640,57,112.  ,female,0,       0,1
2641,32,124.  ,male,1,        1,1
2642,59,47.9 ,female,0,       0,1
2643,10,41.6 ,female,0,       0,1
2644,52,52.9 ,female,1,        0,0
2645,15,49.8 ,female,0,       0,0
2646,42,86.7 ,female,1,        0,1
2647,33,141.  ,female,0,       0,1
2648,43,65.5 ,male,0,       1,1
2649,36,59.3 ,female,0,       0,1
2650,21,42.5 ,female,0,       0,1
2651,27,33.0 ,male,0,       0,0
2652,24,36.8 ,female,0,       0,1
2653,35,101.  ,female,0,       1,0
2654,23,41.4 ,male,0,       0,0
2655, 7,62.4 ,female,0,       1,1
2656,23,63.9 ,female,1,        0,1
2657, 3,57.6 ,female,0,       0,1
2658, 6,119.  ,female,0,       0,1
2659,31,99.3 ,female,1,        0,1
2660,11,46.8 ,female,1,        0,0
2661,36,155.  ,female,1,        1,0
2662,37,44.1 ,female,0,       0,1
2663,62,181.  ,male,0,       0,1
2664,33,79.8 ,female,1,        0,1
2665,17,93.2 ,male,0,       0,1
2666,33,91.4 ,male,1,        1,0
2667,27,108.  ,female,0,       1,1
2668,38,93.3 ,female,0,       0,1
2669,22,65.3 ,female,0,       0,0
2670,44,87.1 ,male,0,       1,0
2671,29,52.6 ,female,0,       0,0
2672,34,51.6 ,female,0,       0,0
2673,35,86.8 ,female,0,       1,1
2674,45,64.9 ,female,0,       0,1
2675,41,89.1 ,male,0,       0,1
2676,13,85.3 ,female,0,       0,1
2677,77,158.  ,male,0,       0,1
2678,55,68.9 ,male,0,       0,0
2679,14,123.  ,male,0,       0,1
2680,36,41.5 ,male,1,        0,1
2681,11,71.4 ,female,0,       0,1
2682,44,166.  ,male,0,       0,1
2683,17,51.5 ,female,1,        1,0
2684,47,76.5 ,female,0,       1,0
2685,39,37.2 ,male,0,       0,1
2686,27,100   ,male,1,        0,1
2687,21,49.0 ,male,0,       0,0
2688,26,66.5 ,female,1,        0,0
2689,39,90.2 ,male,0,       0,1
2690,20,65.3 ,female,0,       1,0
2691,13,197.  ,female,0,       0,1
2692,15,97.9 ,female,1,        0,1
2693,59,35.9 ,female,0,       0,1
2694,13,39.5 ,female,0,       0,0
2695,22,102.  ,female,0,       0,0
2696,16,123.  ,female,0,       0,0
2697,29,103.  ,male,0,       0,1
2698,81,39.2 ,male,0,       0,1
2699,14,227.  ,male,0,       0,1
2700,60,82.5 ,female,0,       0,1
2701,14,35.4 ,male,0,       0,1
2702,38,51.7 ,female,0,       0,1
2703,53,69.4 ,female,0,       0,0
2704,43,230.  ,male,0,       0,1
2705,44,61.0 ,male,0,       0,1
2706,41,44.5 ,female,1,        0,0
2707,35,60.6 ,female,0,       1,0
2708,12,79.2 ,male,1,        0,1
2709,15,39.4 ,female,0,       1,0
2710,42,67.8 ,female,0,       0,1
2711,51,38.8 ,female,0,       0,0
2712,50,172.  ,female,0,       0,1
2713,43,52.5 ,female,0,       0,1
2714,47,56.3 ,female,0,       1,0
2715,33,59.4 ,female,0,       0,0
2716,49,63.0 ,female,0,       0,0
2717,10,54.8 ,male,1,        1,0
2718,37,95.6 ,female,1,        1,1
2719,86,45.7 ,female,0,       0,1
2720, 8,80.5 ,female,0,       0,1
2721,21,117.  ,male,0,       0,1
2722,28,48.8 ,female,0,       0,0
2723,14,98.4 ,male,0,       0,1
2724,42,117.  ,female,0,       0,0
2725,34,107.  ,female,0,       0,0
2726,27,106.  ,female,0,       0,1
2727,18,36.5 ,female,0,       0,0
2728,55,173.  ,male,1,        0,1
2729,50,30.9 ,female,0,       0,1
2730,41,58.5 ,male,0,       0,1
2731,19,70.5 ,female,0,       1,1
2732, 6,68.9 ,female,0,       0,0
2733,24,55.7 ,male,0,       0,1
2734,20,173.  ,female,0,       0,1
2735,46,42.6 ,male,0,       0,0
2736,41,172.  ,male,0,       0,1
2737,27,69.8 ,male,0,       0,0
2738,27,55.4 ,female,0,       0,0
2739,41,85.4 ,female,0,       0,1
2740,15,79.2 ,male,0,       0,1
2741,16,92.8 ,female,0,       0,1
2742,33,70.7 ,female,1,        0,0
2743,54,38.2 ,male,0,       1,1
2744,26,64.1 ,male,0,       1,0
2745,17,71.6 ,male,0,       0,1
2746,57,54.2 ,male,0,       1,0
2747,19,79.8 ,female,0,       0,1
2748,35,69.1 ,female,0,       1,0
2749,58,86.2 ,female,0,       0,0
2750,62,49.1 ,male,0,       0,1
2751,38,356.  ,male,0,       0,1
2752,52,160.  ,male,0,       0,0
2753,42,104.  ,male,0,       0,1
2754,22,73.8 ,female,0,       0,1
2755,27,77.0 ,male,1,        0,1
2756,33,110.  ,female,0,       0,1
2757,67,20.3 ,male,0,       1,0
2758,36,44.3 ,female,0,       0,1
2759,21,102.  ,male,0,       0,1
2760,66,69.7 ,male,0,       0,1
2761,58,158.  ,male,0,       0,1
2762,58,67.2 ,female,0,       1,1
2763,39,61.0 ,female,0,       0,1
2764,53,135.  ,male,0,       0,1
2765,43,66.3 ,male,0,       1,0
2766,27,135.  ,female,0,       0,1
2767,82,60.9 ,female,0,       0,0
2768,30,69.8 ,female,0,       0,1
2769,39,60.6 ,female,1,        0,1
2770,77,111.  ,female,0,       0,1
2771,10,94.1 ,female,0,       0,0
2772,46,58.1 ,female,0,       1,1
2773,26,48.8 ,female,0,       0,1
2774,12,56.9 ,female,0,       0,1
2775,52,73.9 ,female,0,       0,0
2776,40,84.6 ,male,0,       0,1
2777,45,163.  ,male,0,       1,1
2778,28,88.0 ,female,0,       1,0
2779,48,43.5 ,female,0,       0,0
2780,36,51.7 ,male,0,       1,1
2781,49,47.6 ,female,0,       0,1
2782,52,130.  ,male,0,       0,1
2783,19,51.5 ,female,0,       0,1
2784,37,70.4 ,male,0,       0,1
2785,12,64.0 ,female,0,       0,0
2786,28,30.0 ,male,0,       0,1
2787,14,77.0 ,female,1,        0,1
2788,42,36.4 ,male,0,       0,0
2789,37,39.2 ,female,0,       0,0
2790,20,110.  ,female,0,       1,1
2791,13,83.3 ,female,1,        0,0
2792,85,43.4 ,female,0,       0,1
2793,20,115.  ,male,0,       0,1
2794,35,438.  ,male,0,       0,1
2795, 7,164.  ,male,0,       0,0
2796,46,34.8 ,male,0,       0,1
2797,74,144.  ,female,0,       0,1
2798,18,81.3 ,female,0,       0,1
2799, 9,60.4 ,female,0,       0,0
2800,48,112.  ,male,0,       0,1
2801,26,41.8 ,female,1,        0,1
2802,29,94.2 ,female,0,       0,1
2803,44,137.  ,male,0,       0,1
2804,30,91.8 ,male,1,        0,0
2805,37,186.  ,male,1,        0,1
2806,31,53.6 ,female,0,       0,1
2807,38,71.4 ,female,0,       0,1
2808,31,89.9 ,female,0,       0,1
2809,70,177.  ,female,0,       0,1
2810,34,42.8 ,male,0,       0,0
2811,54,373.  ,male,0,       0,1
2812,42,53.6 ,male,0,       1,0
2813,39,158.  ,female,1,        1,0
2814,15,183.  ,male,0,       1,0
2815,39,46.6 ,female,0,       0,0
2816,20,30.0 ,female,0,       0,1
2817,18,58.5 ,male,0,       0,1
2818,53,58.0 ,female,1,        0,0
2819,25,61.6 ,female,0,       1,0
2820,47,54.3 ,female,1,        0,0
2821,43,303.  ,female,0,       0,0
2822,22,72.8 ,female,0,       0,0
2823, 3,62.8 ,female,1,        1,0
2824, 5,127.  ,female,1,        1,1
2825,54,59.0 ,female,1,        0,1
2826,37,94.4 ,male,0,       0,1
